comment-en,comment-mg,sentiment
"""Leviathan"" weaves fact and fiction together to make a great story.","Ny ""Leviathan"" dia manenona ny zava-misy sy ny tantara foronina mba hamoronana tantara mahafinaritra.",1
It runs on and on again ...It is really boring music.,Mitohy hatrany izany ...Mozika mankaleo tokoa.,0
Cons: -Despite the fact the game comes on DVDs you still can't avoid disk swapping at certain parts if you install all the expansions.,Ny ratsy: -Na dia eo aza ny zava-misy fa ny lalao dia tonga amin'ny DVD mbola tsy afaka misoroka ny kapila swapping amin'ny faritra sasany raha mametraka ny fanitarana rehetra.,0
"By flagrantly violating narrative intrusion, making it obvious to the reader and by claiming that she believes herself to be an actual blood descendant of Mary Magdalene and that this is all some fictionalized recounting of events that she alleges have happened to her, she shows that she just doesn't get it.","Amin'ny alàlan'ny fanitsakitsahana an-kitsirano ny fidiran'ny fitantarana, amin'ny fanehoana mazava amin'ny mpamaky sy amin'ny filazana fa mino ny tenany ho tena taranak'i Maria Magdalena izy ary izany dia fitantarana foronina fotsiny ny zava-nitranga izay nolazainy fa nitranga taminy, dia mampiseho fa tsy azony fotsiny izany.",0
It actually has a lot of good stuff in it.,Tena misy zavatra tsara be dia be ao anatiny.,1
Nor will I buy another in the future out of fear of getting the same results.,Tsy hividy hafa koa aho amin'ny ho avy noho ny tahotra ny hahazo vokatra mitovy.,0
"Why not expand more on that story to give his character more of an edge: making him distrustful, perhaps bitter, or even insecure.","Maninona raha manitatra bebe kokoa an'io tantara io mba hanomezan-danja kokoa ny toetrany: hahatonga azy ho tsy matoky tena, mety ho mangidy, na tsy azo antoka mihitsy aza.",0
Sound- Amazing!!!,Feo- Mahagaga!!!,1
"Not perfect graphics, but extremely good graphics!","Tsy sary tonga lafatra, fa sary tena tsara!",1
"It was obnoxious and corny, and given the circumstances I wouldn't appreciate it...","Mahasosotra sy manjavozavo izany, ary raha ny zava-misy dia tsy hankasitraka izany aho ...",0
"Filmmaker Hoffman does a yeoman-like job in getting fine quality performances from his gifted ensemble and in his star, Keaton gets a few juicy yet low-key turns as well balancing the tension that is leading to a possible fall-out.","Ny mpanao sarimihetsika Hoffman dia manao asa mitovy amin'ny yeoman amin'ny fahazoana fampisehoana kalitao tsara avy amin'ny tarika manan-talenta ary ao amin'ny kintanany, i Keaton dia mahazo fihodinam-bozaka vitsivitsy nefa ambany ary mampifandanja ny fihenjanana izay mitarika ho amin'ny fianjerana.",1
"So with all this negativity, it looks like I foolishly wasted $30 dollars to get this mediocre game shipped to me, especially already knowing that it lacked.","Noho izany, miaraka amin'ireo zavatra ratsy rehetra ireo, toa nandany $ 30 dolara aho mba handefasana ity lalao mediocre ity ho ahy, indrindra fa efa fantatro fa tsy ampy izany.",0
It was terrible.,Tena nahatsiravina izany.,0
"And, thus, I wound up with blurry or dark pictures.","Ary, noho izany, nofaranako tamin'ny sary manjavozavo na maizina.",0
"I particularly liked a very early sequence with Rose retreating to the cramped confines of a pale yellow tree house , an envisionment of a metaphorical giantess trapped by her environs (Jack even notices and simply declares ""you're getting to big for me""), attempting to adapt the her Brobdignagian largesse.","Nankafiziko manokana ny filaharana tany am-boalohany niaraka tamin'i Rose nihemotra teo amin'ny sisin-tany tery amin'ny trano hazo mavo mavo, fijery ny giantess metaphorika voafandrika teo amin'ny manodidina azy (Jack aza dia nanamarika ary nanambara fotsiny hoe ""mitombo ho ahy ianao""), manandrana mampifanaraka ny Brobdignagian largesse.",1
"Also, if you are used to the difficulty level of every other Crash Bandicoot game ever made (which is stupidly easy) then you will be surprised by the Wrath of Cortex. It is very difficult, and offers a great challenge, especially the boss levels.","Ary koa, raha zatra amin'ny haavon'ny fahasarotan'ny lalao Crash Bandicoot rehetra ianao (izay mora adala) dia ho gaga amin'ny Fahatezeran'ny Cortex ianao. Tena sarotra izany, ary manolotra fanamby lehibe, indrindra fa ny haavon'ny lehibeny.",1
Big selection of military vehicles.,Fifantenana lehibe amin'ny fiara miaramila.,1
First let me tell you I try to read a chapter every day.,Voalohany dia avelao aho hilaza aminao fa miezaka mamaky toko iray isan'andro aho.,1
"This is what gives Harvest Moon games a little something special, and they took it all off!","Izany no manome ny lalao Harvest Moon zavatra manokana, ary nesoriny daholo izany!",0
"Whatever the season, the music, you will get sick to hear it, so take off the sound on your Gameboy, choose one of your favourite songs, find a CD player and enjoy good music while playing the game!","Na inona na inona vanim-potoana, ny mozika, dia harary ianao raha mandre izany, koa esory ny feo amin'ny Gameboy anao, mifidiana iray amin'ireo hira tianao indrindra, mitadiava mpilalao CD ary mankafy mozika tsara mandritra ny lalao!",0
"You really feel like you have total control over the player, and each superstar plays distinctively different.","Tena mahatsapa ianao fa manana fifehezana tanteraka ny mpilalao, ary samy hafa ny lalao superstar tsirairay.",1
"-Although the storyline does follow a set path, there are no restrictions in party members.",- Na dia manaraka lalana voafaritra aza ny tantara dia tsy misy famerana ny mpikambana ao amin'ny antoko.,1
"Yes, there are instruments.","Eny, misy fitaovana.",1
I'm still on the first level but so far I can yell: THERE IS NO ANY PROBLEM WITH THE CAMERA!,Mbola eo amin'ny ambaratonga voalohany aho fa hatramin'izao dia afaka mivazavaza aho hoe: TSY MISY OLANA NY CAMERA!,1
Sound Sound... I LOVE THE KH MUSIC!,Feo Feo... TIAKO NY MOZIKA KH!,1
Then good 'ol Kevin escapes the hospital with great ease not to mention heading back to his house and several other places to prepare for his assault on the bad boys lair.,Avy eo i Kevin tsara 'ol dia nandositra mora foana ny hopitaly raha tsy lazaina intsony ny fiverenana any an-tranony sy ny toerana maro hafa mba hiomanana amin'ny fanafihana an'ireo zazalahy ratsy fanahy.,0
"Complete disaster, no intelligens anywhere.","Loza tanteraka, tsy misy intelligents na aiza na aiza.",0
"It's cheesy, 1980s pop-rock that is barely saved by the fact that it being played by a band with incredible execution.","Cheesy, pop-rock tamin'ny taona 1980 izay zara raha voavonjy noho ny filalaovana azy amin'ny tarika misy famonoana tsy mampino.",0
"And that's just the sources that CAN be fact-checked - who knows the extent to which he misrepresents his uncheckable sources on which his accusations depend (mission records, interviews, audio tapes, etc.). In fact, several of Tierney's interviewees have already come forward and said that Tierney does not quote them faithfully.","Ary izay ihany no loharanom-baovao azo hamarinina - iza no mahalala ny halehiben'ny fandisoiny ny loharano tsy azo fehezina izay iankinan'ny fiampangana azy (rakitra momba ny asa fitoriana, tafatafa, horonam-peo, sns.). Raha ny marina, maro amin'ireo mpanao fanadihadiana an'i Tierney no efa nandroso ary nilaza fa tsy manonona azy ireo amim-pahatokiana i Tierney.",0
"Proving it takes two-to-tango, Neeson is at his most subtle yet still a looming presence with his brawn and stalwartness bellies his real intent: revenge at any price.","Manaporofo fa mila roa-to-tango, i Neeson dia eo amin'ny fanatrehany faran'izay manjavozavo nefa mbola mananontanona miaraka amin'ny herimpo sy ny fahatokian-tenany no tena fikasany: hamaly faty na inona na inona vidiny.",1
"And on the title track, 'Hyperborea', I could see myself on a barren yet breath-taking frozen landscape.","Ary teo amin'ny lohateny hoe 'Hyperborea', dia hitako teo amin'ny tany karakaina nefa mahafa-po.",1
"Finally, I have to give this game such a low value rating because all you are getting for a $60 game is a single game mode, basic season mode, online play, and create a player...","Farany, tsy maintsy omeko sanda ambany toy izany ity lalao ity satria ny hany azonao amin'ny lalao $60 dia fomba lalao tokana, fomba vanim-potoana fototra, lalao an-tserasera, ary mamorona mpilalao...",0
"(The comparison is not unlike the cinematographers who capture on film the drama of a Mt. Everest ascent: the only way to get the picture is to strap on the gear and make the climb themselves, right alongside the adventurers they're filming.)","(Ny fampitahana dia tsy mitovy amin'ireo mpanao sinema izay naka sary an-tsary ny tantara momba ny fiakarana an-tendrombohitra Everest: ny hany fomba hahazoana ilay sary dia ny mamehy ny fitaovana ary manao ny fiakarana mihitsy, miaraka amin'ireo mpitsangatsangana alainy.)",1
"they actually sound like themselves wen they play live, not like som other bands who actually cant sing on stage.","tena toa ny tenany mihitsy izy ireo no milalao mivantana, fa tsy toy ny tarika hafa izay tena tsy mahay mihira eny an-tsehatra.",1
I could not get it to set the time automatically.,Tsy azoko atao ny mametraka ny ora ho azy.,0
"Before hearing the album in its entirety, I heard She Will Have Her Way and Sinner, both great tracks and worthy classics.","Talohan'ny nandrenesako ny rakikira manontolo, dia nandre ny She Will Have Her Way sy ny Mpanota aho, izay samy hira lehibe sy klasika mendrika.",1
"Considering the relatively small size of the maps, the graphic detail could have been seriously improved.","Raha jerena ny haben'ny sarintany somary kely, dia azo nohatsaraina tsara ny antsipirihan'ny sary.",0
The band sounds bored silly on this album and it shows.,Toa leo ny tarika amin'ity rakikira ity ary miseho izany.,0
"Without them, i would have left in the middle.",Raha tsy nisy azy ireo dia niala teo afovoany aho.,0
I agree with other reviewers who have said that the remote control has small buttons and is confusing to use.,Miombon-kevitra amin'ny mpandinika hafa aho izay nilaza fa manana bokotra kely ny fanaraha-maso lavitra ary mampisafotofoto ny fampiasana azy.,0
they changed all there great songs into bad ballads.,nanova ny hira lehibe rehetra ho lasa balada ratsy.,0
Other side characters are completely recycled and poorly developed compared to there older counterparts.,Ny endri-tsoratra hafa dia recycled tanteraka ary tsy dia mandroso loatra raha oharina amin'ireo mpiara-miasa taloha.,0
"Have only used it a few times, but I am very pleased with it so far.","Imbetsaka ihany no nampiasa azy, fa tena faly aho hatramin'izao.",1
It's just bad.,Ratsy fotsiny.,0
I still give it 3 stars because the music itself is good if not great.,Mbola omeko kintana 3 ihany satria ny mozika mihitsy no tsara raha tsy tsara.,1
"The main problem I have with Potter in the books is that he doesn't really have much say over his life, re-active rather than pro-active.","Ny olana lehibe ananako amin'i Potter ao amin'ny boky dia ny hoe tsy dia manana fitenenana firy momba ny fiainany izy, mavitrika fa tsy mavitrika.",0
"They also look great next to my 20"" monitor w/ their tall slender appearance.","Izy ireo koa dia mijery tsara eo akaikin'ny fanaraha-maso 20"" miaraka amin'ny bika aman'endriny lava.",1
"There is no real motive behind his evil, and he starts out as a powerful almost indestructible god.","Tsy misy antony marina mahatonga ny faharatsiany, ary manomboka amin'ny maha-andriamanitra mahery saika tsy mety levona izy.",0
"The fighting is pretty uninventive, unless I totally missed the point.","Ny ady dia tena tsy misy dikany, raha tsy hoe diso tanteraka aho.",0
The one thing I really don't like about the Terk FDTV2A is that none of the cables and cords can be easily replaced.,Ny zavatra iray tena tsy tiako amin'ny Terk FDTV2A dia tsy misy tariby sy tady azo soloina mora foana.,0
"Set amidst US presidential race, terrorist attacks in the middle east and 3 insignificant judges in a federal prison, the book spins a tale of political showdowns and prison scams that get intertwined in the most improbable but highly predictable way.","Ao anatin'ny hazakazaka ho filoham-pirenena amerikana, ny fanafihan'ny mpampihorohoro any Afovoany Atsinanana ary ny mpitsara 3 tsy manan-danja ao amin'ny fonja federaly, ny boky dia manodinkodina tantara momba ny fifanolanana ara-politika sy ny hosoka any am-ponja izay mifamatotra amin'ny fomba tsy azo inoana indrindra nefa tena azo vinaniana.",0
The only drawback is the use of the example microworld.,Ny hany tsy fahampiana dia ny fampiasana ny microworld ohatra.,0
"To sum it up without revealing any details, there is no real character development.","Raha fintinina nefa tsy manambara tsipiriany, dia tsy misy ny tena fivoaran'ny toetra.",0
Readers get no insight into rest of the characters who could have very well defined the nature of relationship between Christopher and his parents.,Ny mpamaky dia tsy mahazo fahalalana momba ny sisa amin'ireo tarehin-tsoratra izay afaka namaritra tsara ny toetry ny fifandraisan'i Christopher sy ny ray aman-dreniny.,0
But I thought the acting of Ioan Gruffudd was the best for his portrayal of Mr.Fantastic (Reed Richards).,Saingy noheveriko fa ny filalaon'i Ioan Gruffudd no tsara indrindra tamin'ny sariny momba an'i Mr.Fantastic (Reed Richards).,1
"It quit working just two days ago, so i called Lexmark support and they had me clean the rollers, but this did'nt work.","Tsy niasa izy io, roa andro lasa izay, ka niantso ny fanohanana an'i Lexmark aho ary nasainy nanadio ny rollers aho, saingy tsy nety izany.",0
I give it 4 out of 5 stars.,Omeko kintana 4 amin'ny 5 izany.,1
Nothing will compare with this newer version on WinMobile 7 with a 1.5 processor and a 4.5 inch screen.,Tsy misy na inona na inona azo ampitahaina amin'ity dikan-teny vaovao ity amin'ny WinMobile 7 miaraka amin'ny processeur 1.5 sy efijery 4.5 santimetatra.,1
"which was so very prominent in her ""Walk"" is missing.","izay tena nisongadina tamin'ny ""Diabeny"" dia tsy hita.",0
"Downsides are that if you have built-in freeview on your TV, it does get confused sometimes and will refuse to allow you to watch it through either TV or HDD player - I had to mess around with the settings several times to make it stop doing this.",Ny lafy ratsiny dia ny hoe raha manana freeview ao amin'ny fahitalavitra ianao dia misavoritaka indraindray ary mandà tsy hamela anao hijery azy amin'ny alalan'ny TV na HDD mpilalao - tsy maintsy nikorontana imbetsaka aho tamin'ny fanovana mba hampitsahatra izany.,0
This drive is embedded with Western Digital's SmartWare virtual CD that will ALWAYS and FOREVER boot to your Mac computer.,Ity fiara ity dia tafiditra amin'ny Western Digital's SmartWare virtoaly CD izay hiondrana FOANA sy MANDRAKIZAY ao amin'ny solosainao Mac.,0
"I saw Brad at the Oprey way back when, and I must say I knew he would be a star, but this album is sooo lack-luster, very disappointing.","Nahita an'i Brad tamin'ny lalana Oprey aho tamin'izany, ary tsy maintsy lazaiko fa fantatro fa ho kintana izy, saingy ity rakikira ity dia tena tsy misy famirapiratana, tena mandiso fanantenana.",0
"After hundreds of pictures and a week of giving it every chance to prove itself, I gave up.","Taorian'ny sary an-jatony sy herinandro nanomezana azy io isaky ny manaporofo ny tenany, dia nilavo lefona aho.",0
Then getting into the game itself this type of tediousness continues all over again.,Avy eo ny fidirana ao amin'ny lalao mihitsy dia mitohy indray ity karazana hadalana ity.,0
I found Kathy's overall attitude about belly dance appalling.,Hitako fa nahatsiravina ny fihetsik'i Kathy amin'ny dihy kibo.,0
The last two CD's don't contain any useful information and are somewhat out of scope.,Ny CD roa farany dia tsy misy fampahalalana mahasoa ary somary tsy misy dikany.,0
"The games are too quest based and if the rides were just rides then, it may have received a six or even a seven, but the gameplay stopped it from getting a 4. OVERALL 3/10 This game is amazingly unique, but the gameplay, graphics, music and sound effects ruin it.","Ny lalao dia mifototra amin'ny fikatsahana loatra ary raha toa ka mitaingina fotsiny ny fiarandalamby dia mety nahazo enina na fito mihitsy aza, saingy ny lalao dia nanakana azy tsy hahazo 4. 3/10 AMIN'NY TOERANA 3/10 Ity lalao ity dia miavaka, saingy ny lalao, ny sary, ny mozika ary ny feo dia manimba azy.",0
"When will this stop, when can they put more out of that production-value into the films, it says here in the Trivia-section they spent 2 months working on a raindrop, why couldn't they spend that time re-working the script I ask?","Rahoviana no hijanona izany, rahoviana izy ireo no afaka mametraka bebe kokoa amin'io sandan'ny famokarana io ao amin'ny sarimihetsika, voalaza eto amin'ny fizarana Trivia fa nandany 2 volana niasa tamin'ny ranonorana izy ireo, nahoana izy ireo no tsy afaka nandany io fotoana io hamerenana ny script izay anontaniako?",0
Pros: Works excellent in my Dell 8100 using XP Home. My wireless router is in the basement and it works fantastic everywhere in my house (no dead spots even on 2nd story).,Tombontsoa: Miasa tsara amin'ny Dell 8100-ko ​​mampiasa XP Home. Ny router Wireless dia ao amin'ny lakaly ary miasa tsara na aiza na aiza ao an-tranoko (tsy misy toerana maty na dia amin'ny tantara faha-2 aza).,1
"King saves the most harrowing prose for the book's closing chapter, where he describes in detail the accident that almost took his life, and the role his writing has played in his recovery.","King dia mitahiry ny prosa mampahory indrindra ho an'ny toko famaranana ny boky, izay mamaritra amin'ny antsipiriany ny loza saika namoy ny ainy, ary ny anjara asan'ny asa sorany tamin'ny fahasitranana azy.",1
Where are the back-up?,Aiza ny back-up?,0
"This lets you know that your actually running this thing easy, and that it can handle even the toughest jobs.","Izany dia mampahafantatra anao fa mora ny manao an'io zavatra io, ary afaka miatrika na dia ny asa mafy indrindra aza.",1
"But since you can only upgrade your Legions between levels, and it takes such a ridiculous amount of EXP to earn even the most basic of upgrades, it hardly seems worth it in the end.","Saingy satria azonao atao ny manavao ny Legionao eo anelanelan'ny ambaratonga, ary mila EXP mampihomehy toy izany mba hahazoana na dia ny fanavaozana fototra indrindra aza, dia toa tsy mendrika izany amin'ny farany.",0
It's either painfully harsh or just downright boring.,Na masiaka mafy izany na mankaleo tanteraka.,0
was FADED OUT after only 4 mins!!!,dia levona afaka 4 mn monja!!!,0
"If you want a fast paced, fun, exciting, and non-repetitive game, then get Burnout 2 or Need for Speed: Hot Pursuit 2. These two games have a lot more different game modes that will keep you busy for hours while your Gran Turismo 3 sits on the shelf.","Raha mila lalao haingana, mahafinaritra, mampientam-po ary tsy miverimberina ianao, dia alao ny Burnout 2 na Need for Speed: Hot Pursuit 2. Ireo lalao roa ireo dia manana fomba lalao hafa be dia be izay hahatonga anao ho sahirana mandritra ny ora maro raha mipetraka eo amin'ny talantalana ny Gran Turismo 3 anao.",0
"Overall, the effort put into this games plot must have been minimal, making the game highly unmemorable.","Amin'ny ankapobeny, ny ezaka natao tamin'ity lalao ity dia tsy maintsy ho kely indrindra, ka mahatonga ny lalao ho tsy hay hadinoina.",0
I would enjoy it because you would get weapons such as swords and daggers.,Faly aho satria hahazo fitaovam-piadiana toy ny sabatra sy sabatra ianao.,1
"IN this game the Opening scene has the normal cutscene graphics as KH, same as the end.","Amin'ity lalao ity ny sehatra fanokafana dia manana ny sary cutscene mahazatra toy ny KH, mitovy amin'ny farany.",1
"It really felt to me like Kathy was in ""aerobics class"" persona, just wearing a fancy costume.","Tena tsapako fa i Kathy dia tao amin'ny ""kilasy aerobika"", nanao akanjo raitra fotsiny.",0
Please don't buy it...,Aza mividy izany azafady ...,0
If you're a fan of the game you'll be happy to know that the movie recreates it's futuristic world to a tee.,Raha mpankafy ny lalao ianao dia ho faly mahafantatra fa ny sarimihetsika dia mamerina ny tontolon'ny futuristic amin'ny tee.,1
This is just a complete disaster from top to bottom.,Loza tanteraka hatrany ambony ka hatrany ambany fotsiny izao.,0
1. The colors are natural and accurate.,1. Ny loko dia voajanahary sy marina.,1
"But, it's like that with all of the Harvest Moons…","Saingy, toy izany koa ny Harvest Moons rehetra…",0
"Lewis, who shined in HBO's mini-series ""BAND OF BROTHERS"" and was the best thing in ""DREAMCATCHER"", a British actor who uncannily channels an American accent every time, is an underrated thespian who truly gives a stunning, shocking and ultimately sympathetic performance.","Lewis, izay namirapiratra tao amin'ny andiany mini ""BAND OF BROTHERS"" an'ny HBO ary izy no zavatra tsara indrindra tao amin'ny ""DREAMCATCHER"", mpilalao britanika izay mampita tsindrim-peo amerikana isaky ny mandeha, dia thespian tsy misy dikany izay manome fampisehoana manaitra, manafintohina ary mangoraka amin'ny farany.",1
"Then I tried Best Buy, where I had bought the camera, but they also had no such adapter and no such accessory kit.","Avy eo dia nanandrana Best Buy aho, izay nividianako ny fakan-tsary, saingy tsy nanana adaptatera toy izany koa izy ireo ary tsy nisy kitapo fanampiny.",0
Anyone can easily tell these are not the original hits.,Na iza na iza dia afaka milaza mora foana fa tsy ireo no hitsimoka tany am-boalohany.,0
1.I Realize - 5/5 stars.,1. Tsapako - kintana 5/5.,1
No? Didn't think so!,Tsia? Tsy nieritreritra izany!,0
The problem is this router doesn't really support Apple Macs. My previous router/modems (Speedtouch and Netgear wired) were literally plug and play.,Ny olana dia ity router ity dia tsy tena manohana ny Apple Macs. Ny router/modem-ko teo aloha (Speedtouch sy Netgear wired) dia plug and play ara-bakiteny.,1
"After researching and comparing this camera (fz30) with others in this price range and higher, I decided to buy the Panasonic DMC FZ30. After two weeks of picture takin' and putting the camera through some of it's many features, (it has features galore!).","Taorian'ny fikarohana sy fampitahana ity fakantsary ity (fz30) amin'ny hafa amin'ity sarany sy ambony ity dia nanapa-kevitra ny hividy ny Panasonic DMC FZ30 aho. Rehefa afaka tapa-bolana ny fakana sary sy ny fametrahana ny fakantsary amin'ny alalan'ny sasany amin'ireo endri-javatra maro, (manana endri-javatra maro be!).",1
"Luckily, it picked up in the end.",Soa ihany fa sitrana tamin’ny farany.,1
Mark Haddon's first book puts him in the league with great authors of our time.,Ny bokin'i Mark Haddon voalohany dia mametraka azy ao amin'ny ligy miaraka amin'ireo mpanoratra lehibe amin'izao androntsika izao.,1
Netgear software makes me buy them over and over...,Ny logiciel Netgear dia mahatonga ahy hividy azy ireo hatrany...,1
"Overall this is an excellent camera that puts all the functions I wanted (RAW shooting, wide lens, full suite of manual settings and f-stop adjustments) and then some in my back pocket.","Amin'ny ankapobeny dia fakan-tsary tena tsara ity izay mametraka ny fiasa rehetra tiako (fitifirana RAW, lens malalaka, fakan-tsarimihetsika feno ary fanitsiana f-stop) ary avy eo ny sasany ao amin'ny paosiko aoriana.",1
Now the bad news: It is true that Gateway's customer service is not helpful if there are problems.,Izao ny vaovao ratsy: Marina fa tsy manampy ny serivisy mpanjifa Gateway raha misy olana.,0
"I'm going to voice my biggest complaint about this game first, so that anyone thinking of buying BIA because it looks ""realistic"" or because it looks like a ""simulation"" might be deterred.","Haneho ny fitarainako lehibe indrindra momba ity lalao ity aloha aho, mba ho voasakana izay mieritreritra hividy BIA satria toa ""realiste"" na hoe ""simulation"".",0
"When it comes to the racing part of the game, the handling of the cars is totally unforgiving leaving you with a hard and frustrating simulation.","Raha ny momba ny hazakazaka amin'ny lalao, ny fitantanana ny fiara dia tsy mamela anao amin'ny simulation sarotra sy mahasosotra.",0
If you have Macs and need them networked over a cable broadband connection look for another Mac-friendly router or be prepared to get your hands dirty typing in IP and DNS addresses.,Raha manana Macs ianao ary mila azy ireo amin'ny tambajotra amin'ny alàlan'ny fifandraisana amin'ny telegrama dia mitadiava router hafa sariaka amin'ny Mac na miomàna hanoratanao maloto amin'ny adiresy IP sy DNS.,0
"The Bad: As of May 2009, there are still critical bugs left in the game.","Ny Ratsy: Hatramin'ny volana Mey 2009, mbola misy bibikely mitsikera tavela ao amin'ny lalao.",0
"If this CD is ""remastered"", it certainly was not from the 1st generation, multi-track session tapes.","Raha ""remastered"" ity CD ity, dia azo antoka fa tsy avy amin'ny andiany voalohany, kasety session multi-track.",0
"I have been able to take more than 30 pictures with a fully charged pair of batteries before they went dead, and it is simple to just carry a spare pair of batteries for backup, as the battery charger that came with the camera accommodates 4 batteries.","Nahavita naka sary maherin'ny 30 aho niaraka tamin'ny batterie efa feno tanteraka talohan'ny nahafatesany, ary mora ny mitondra batterie fanintelony ho an'ny backup, satria ny batterie miaraka amin'ny fakantsary dia mahazaka bateria 4.",1
"Also, the explosions look great.","Ary koa, ny fipoahana dia mijery tsara.",1
I can't get decent frames no matter what.,Tsy afaka mahazo frame mendrika aho na inona na inona.,0
"The game never changes up, it is the same all the way through.",Tsy miova mihitsy ny lalao fa mitovy hatrany hatrany.,0
They're gone.,Lasa izy ireo.,0
This even drew compliments from my brother who has a panasonic plasma.,Nahazo fiderana avy amin'ny rahalahiko manana plasma panasonic mihitsy aza izany.,1
"*Welcome to Earth* is a no holes barred pop dance explosion of the romantic strain (more akin to camoflage, depeche mode, and alphaville than moby, prodigy or ministry), but offers up no limp wrists.","* Tonga soa eto an-tany * dia dihy pop tsy misy lavaka voasakana ny fipoahana romantika (mitovitovy amin'ny camoflage, mode depeche, ary alphaville noho ny moby, prodigy na ministera), fa tsy manolotra hato-tanana malemy.",1
"I began this novel with the greatest of hopes, and finished it in an effort to fully understand what a really bad novel consists of.","Nanomboka ity tantara ity tamin'ny fanantenana lehibe indrindra aho, ary nofaranako tamin'ny ezaka mba hahatakarana tsara ny maha-zava-dehibe ny tantara ratsy.",0
"The tank controls don't help either so you always end up dying CONSTANTLY, and with a lack of health and ammo you'll toss your PS1/PS2/PS3/PSP out the window.","Ny fanaraha-maso ny tanky koa dia tsy manampy ka ho faty TSY MISY foana ianao, ary amin'ny tsy fahampian'ny fahasalamana sy ammo dia hanipy ny PS1/PS2/PS3/PSP eny am-baravarankely ianao.",0
"When you open a door or walk up stairs the animations talk forever to finish, menu are slow, text is not skippable.","Rehefa manokatra varavarana ianao na miakatra tohatra dia miresaka mandrakizay hamita ny sary mihetsika, miadana ny menu, tsy azo tsidihana ny lahatsoratra.",0
"I doubt if they see just how bad an actor Will Ferrell and how over the top his shenanigans become ""overkill"".","Misalasala aho raha hitan'izy ireo fa tena ratsy tokoa ny mpilalao sarimihetsika Will Ferrell ary ny tena zava-dehibe dia lasa ""mihoatra ny halehiben'ny"" ny henany.",0
Very poor quality and design.,Tena ratsy kalitao sy endrika.,0
"With the perfect blend of honesty, humor, and humble wisdom, A Million Miles inspires readers to create a new story--a better story.","Miaraka amin'ny fifangaroana tonga lafatra amin'ny fahitsiana, hatsikana ary fahendrena feno fanetren-tena, A Million Miles dia manentana ny mpamaky hamorona tantara vaovao--tantara tsara kokoa.",1
I would highly recommend this to all.,Tena manoro hevitra an'ity aho amin'ny rehetra.,1
"Not spectacular, but a damned fine effort Replay Value - 7/10 The game is quite short, but the hidden artifacts and unlockables (and a time trial mode), allows for many a redo.","Tsy mahagaga, fa ezaka tsara voaozona Replay Value - 7/10 Ny lalao dia somary fohy, fa ny miafina artifacts sy unlockables (ary ny fotoana fizahan-toetra fomba), mamela ny maro ny famerenana indray.",1
"However, in sunny VZ, the game looks nice.","Na izany aza, ao amin'ny VZ masoandro, toa tsara ny lalao.",1
"As a theatrical movie, I rated this film a 2/10 because it was lacking in everything except acting and atmosphere.",Amin'ny maha sarimihetsika teatra ahy dia nomeko 2/10 ity sarimihetsika ity satria tsy ampy amin'ny zava-drehetra afa-tsy ny filalaovana sy ny atmosfera.,0
"Also, the unit is about the size of a TV remote and I believe the large size keeps it from walking away.","Ary koa, mitovy habe amin'ny televiziona ny fitaovana ary mino aho fa ny habeny lehibe dia manakana azy tsy handeha.",1
The sound is also a let down because you can hear the enemies uttering similar remarks throughout the game - sometimes giving away their position.,Mampihena ihany koa ny feo satria henonao ireo fahavalo miteny toy izany mandritra ny lalao - indraindray manome ny toerany.,0
"Its screen, a 720p led, actually outperforms my 1080p Sony LCD laptop visually.","Ny efijeriny, led 720p, dia mihoatra lavitra noho ny solosaina finday Sony LCD 1080p.",1
"RPG fan or no, you have no excuse not to play this incredible series.","Mpankafy RPG na tsia, tsy manana fialan-tsiny ianao tsy hilalao an'ity andian-dahatsoratra tsy mampino ity.",1
Gilmour's attempts at emulating Roger's unique lyricism have fallen somewhat short.,Somary lavo ny ezak'i Gilmour haka tahaka ny tononkira tsy manam-paharoan'i Roger.,0
After today's waste of time & money I have to agree.,Taorian'ny fandaniam-potoana sy vola androany dia tsy maintsy manaiky aho.,0
"TALK TO ME (2007) *** Don Cheadle, Chiwtel Ejiofor, Taraji P. Henson, Martin Sheen, Cedric the Entertainer, Vondie Curtis-Hall, Mike Epps. (Dir: Kasi Lemmons) Cheadle Sparkles in Biopic Don Cheadle is perhaps the most underrated best actor of his generation giving it all in every film performance and not getting the true props and recognition for his craft of versatility.","TALK TO ME (2007) *** Don Cheadle, Chiwtel Ejiofor, Taraji P. Henson, Martin Sheen, Cedric the Entertainer, Vondie Curtis-Hall, Mike Epps. (Dir: Kasi Lemmons) Cheadle Sparkles ao amin'ny Biopic Don Cheadle angamba no mpilalao sarimihetsika tsara indrindra amin'ny taranany izay manome izany rehetra izany amin'ny fampisehoana sarimihetsika rehetra ary tsy mahazo ny tena fitaovana sy ny fankasitrahana noho ny fahaiza-manaony.",1
They made a sequel!,Nanao tohiny izy ireo!,0
9/10. Ps Go see this great movie!,9/10. Ps Mandehana mijery ity sarimihetsika mahafinaritra ity!,1
"Replay -- 2 Long, Boring, and pointless.","Replay -- 2 Lava, Mankaleo ary tsy misy dikany.",0
Connected to radio first time with no problems.,Nifandray tamin'ny radio voalohany tsy nisy olana.,1
"Replay Value : 1/10 If you have enough strength to go through this game once, trust me, you'll never want to go through it again.","Replay Value : 1/10 Raha manana tanjaka ampy ianao handalo ity lalao ity indray mandeha, matokia ahy fa tsy te-hiditra amin'izany intsony ianao.",0
